Tweet,Sentimen (Mira),Sentimen (Zaeghaza),Sentimen (Fariz),Sentimen Akhir
"kan emg ai tu awal mula fitnah dajjal, manusia tu ga bisa deh dikasih teknologi bagus pasti bnyk org goblok yg menyalah gunakan",-1,-1,-1,-1
"gua beneran shock banget anjir, teknologi sekarang makin serem apalagi AI kayak gini",-1,-1,-1,-1
"inilah salah satu alasan knp menurutku AI tuh malah jadi nyeremin. ternyata teknologi skrg bener2 ngebuat org2 jd makin jahat, series Black Mirror emg bener2 relateable bgt.",-1,-1,-1,-1
Teknologi AI sangat membantu pekerjaan kita. good job,1,1,1,1
Ternyata benar yaaa teknologi AI itu bahaya bangeeeetðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,-1,-1,-1,-1
"adanye ai makin ngeri, ga kebayang ni dunia sm teknologi bakal kaya apaan.",-1,-1,-1,-1
@kristoimmanuel Makin serem teknologi Ai jaman skrng,-1,-1,-1,-1
"Makin hari makin takut liat teknologi-teknologi hari ini, dari AI, payment method pakai telapak tangan, virtual reality, dll.",-1,-1,-1,-1
"@tubirfess ya jelas bahaya, makanya gua selalu beranggapan kemajuan teknologi AI ini bukannya bagus malah makin menyeramkan",-1,-1,-1,-1
"teknologi ini hanya membantu kita untuk mencari ide atau membantu membuat gambaran sebuah tulisan aja. teknologi AI ini tentu saja tidak bisa memberikan sentuhan"" atau ""nyawa"" seorang penulis.""",1,1,1,1
"Pemanfaatan model AI sekarang tidak hanya sebatas menciptakan cara baru untuk mengolah informasi, mencari kata yang tepat, atau menemukan tempat baru, tetapi juga membantu masyarakat melakukan inovasi ilmiah dan teknologi. #ArtificialIntelligence https://t.co/SryvBVS5SX",1,1,1,1
Kerja kelompok jaman sekarang tuh makin asik ya! Teknologi AI bener-bener ngebantu banget untuk ngerjain tugas kuliah! Mempermudah dan BiKIN kita makin happy karena gak perlu lama-lama ngerjainnyaâ˜ºï¸ https://t.co/apCWHAn48r,1,1,1,1
"Pakailah cadarmu dan jangan upload foto karena teknologi AI yang semakin maju ini bisa memberi dampak yang meresahkan, seperti wajahmu diedit dalam sebuah video seolah-olah kamu bersama laki-laki.",-1,-1,-1,-1
"setuju, dari awal AI voice viral juga takut dan ga setuju adanya Al ini tapi ya gimana, teknologi terus berkembang. chat gpt aja aku ngerasa banyak orang yang udah dibawah kendali terutama pelajar dan mahasiswa, apalagi yg ini, serem jatohnya. takut disalahgunakan ðŸ¥¹",-1,-1,-1,-1
"Udah gw tebak, teknologi ai ini bahaya banget kalo sampe dipegang orang2 tolol",-1,-1,-1,-1
@hwanizm teknologi AI juga meresahkan masyarakat,-1,-1,-1,-1
"perkembangan teknologi AI makin serem yaa udah bisa bantu nyaranin ini itu udah bisa voice over pake suara orang udah bisa ngedit foto semau kita keknya udah bisa buat basic needs saking cepetnya, manusianya sampe ga sempet siapÂ² bakal ada dampak apa the real ultron is coming",-1,-1,-1,-1
"Jika Anda belum takut dengan kecerdasan buatan (AI), seorang ahli berpikir ada 50 persen kemungkinan teknologi itu akan memusnahkan umat manusia. https://t.co/FiZ58oydCz https://t.co/oc5s6yRKhK",-1,-1,-1,-1
"AI bikin trust issue bgt anjer, benar2 awal mula fitnah dajjal, HAPUS LAH WOY ITU TEKNOLOGI, balik jaman batu aja",-1,-1,-1,-1
Dampak Buruk AI Disebut Setara dengan Perang Nuklir via @okezonenews https://t.co/qxzi5y9L2y,-1,-1,-1,-1
Agak ngeri dengan teknologi AI,-1,-1,-1,-1
Makin ngeri teknologi AI mengancam tenaga manusia https://t.co/eUvluUmxXT,-1,-1,-1,-1
@AREAJULID kira kira fitnah dajjal kaya pake teknologi AI gini gak ya.. takut,-1,-1,-1,-1
"AI memang bahaya, apalagi kalau berkaitan dengan nyebarin hoax. Tapi tetap aja, manusia jauh lebih berbahaya, terlebih kalau udah menyalahgunakan teknologi.",-1,-1,-1,-1
"@txtdrberseragam aku percaya ini editan AI, bahaya kemajuan teknologi semakin menyeramkan. Fakta nomor 6 bikin kamu tercengang",-1,-1,-1,-1
teknologi AI emang dah ngeri yaa,-1,-1,-1,-1
Kok gua jadi takut ya sama teknologi AI ini,-1,-1,-1,-1
@__dtm__ Gblk bener itu aja takut.. sekarang kn bisa pakai AI.. hal2 sepele seperti tidak kenal teknologi.. yg ditakuti bukan orngnya tapi telnologinya tong,-1,-1,-1,-1
"CEO Tesla, Elon Musk, memberikan pendapatnya tentang bahaya kecerdasan buatan (lagi) pada Kamis (24/5/2023), dengan peringatan yang serius. https://t.co/rAdJJdBXo2 #ElonMusk #AI #teknologi #bahaya",-1,-1,-1,-1
AI terobosan teknologi baru yang juga tidak mungkin tidak memberikan dampak buruk terutama bagi para pemakaix seperti negara miskin dan berkembang https://t.co/EFZZVZ8igr,-1,-1,-1,-1
"Ngeri banget ini hasil AI?? Kek anjir ini ngeri bangett.. klo konteksnya ini sekedar menghibur seperti ini mah gapapaaa, klo kecanggihan teknologi ai disalahgunakan anjir sih gila gila gilaa",-1,-1,-1,-1
"@codingfess saat ini bisa jadi support si programmer sih, tapi mungkin banget terjadi adanya efisiensi, dengan AI yang sekarang",1,1,1,1
"@grapevellaz Gila bnget, baru berharap gk ada yg dijahatin sma teknologi AI ini. Skrng malah nemu ini.. gila sih",-1,-1,-1,-1
Teknologi AI inih sumpah serem bangttt make sound voice bener bener mirip orang aslinyaaa... Ngeri ada yg salah gunain buat hal hal merugikan,-1,-1,-1,-1
"Penggunaan A.I. memberikan keuntungan besar dalam berbagai industri seperti efisiensi, akurasi, dan produktivitas. A.I. dapat membantu pengambilan keputusan yang lebih baik dan menghemat waktu serta biaya operasional.#chatgpt #blockchain #ai #bot #Bitcoin #cryptocurrency",1,1,1,1
"@convomfs aku jg serem sama AI sih, apalagi kalau udah bisa buat semua orang, takut banyak disalah gunainðŸ˜­ aku gasiap perang sama teknologi ðŸ˜€",-1,-1,-1,-1
Perkembangan artificial intelligence (AI) berkembang lebih cepat dari prediksi. Beberapa ahli menyatakan percetakan perkembangan teknologi ini akan membantu dan memfasilitasi semua pekerjaan.,1,1,-1,1
teknologi AI ini lama2 ngeri bgt anjink,-1,-1,-1,-1
"@convomfs dosen juga ada bahas ini, katanya makin kesini teknologi AI makin bahaya, kaya contoh voice bot itu. bahaya bgt dia bisa niru suara si manusia sampe bisa mirip bgt, ditakutin ada oknum oknum jahat yg manfaatin itu buat ngelakuin tindak kriminal",-1,-1,-1,-1
Teknologi AI ini kok agak2 ngeri ya,-1,-1,-1,-1
AI sudah mulai berkembang hingga dapat membantu manusia dalam kehidupan dimana AI juga memberikan efisiensi dalam waktu. https://t.co/WyZ8EoTjJl,1,1,1,1
"Semakin ngeri teknologi AI, yang unpaid aja kaya gini apalagi yang paid gimana kehebatannya. Apakah beberapa posisi pekerjaan akan digeser AI? https://t.co/3IAWz8AAXY",-1,-1,-1,-1
Sumpah ya teknologi AI ini serem banget bikin nganggur banyak orang,-1,-1,-1,-1
"@tSurveyID sebenernya AI ini ngebantu bgt sih, kalo soal mengurangi lapangan pekerjaan mungkin ga terlalu berpengaruh asal teknologi AI digunakan pada porsinya dan sesuai kebutuhan",1,1,1,1
@tSurveyID makin kesini AI emang penting bgt si di jaman serba canggih skrg. totally agree sm mimin kali ini xixixix jelasnya AI ngebantu pol bagi kita para pekerja di bidang teknologi jadi makin gesittt,1,1,1,1
"Teknologi makin ngeri, ada AI sekarang. Serem. Takutnya disalahgunain malah Bangtan jadi sasaran :(( Naudzhubillahi min dzalik.",-1,-1,-1,-1
gila teknologi AI nih ngeri bgt,-1,-1,-1,-1
"Memasuki tahun 2023, teknologi AI semakin populer di masyarakat Indonesia. Berdasarkan survei, 88% responden mengetahui teknologi AI, seperti Chat GPT yang sempat viral. Bahkan 68% dari mereka menggunakannya untuk membantu menyelesaikan pekerjaan/tugasnya, loh! https://t.co/LL6YC7k6lZ",1,1,1,1
"Sistem AI bs mahal untuk dikembangkan dan diterapkan. Terlepas dr tantangannya, AI memiliki potensi untuk jd teknologi transformatif untuk tingkatkan kehidupan kita, mulai dr membuat sistem perawatan kesehatan lebih efisien hingga membuat sistem transportasi lebih berkelanjutan.",1,1,1,1
"#AI adalah masa depan teknologi. Ini sudah digunakan dlm berbagai cara, mulai dr menyalakan mobil tanpa pengemudi hingga membantu dokter mendiagnosis penyakit. Saat AI terus berkembang, ia akan berdampak lebih besar pd kehidupan kita. . https://t.co/I3CrhxdKj4",1,1,1,1
Keunggulan A.I. (Artificial Intelligence) adalah kemampuan untuk memproses data besar secara cepat dan memberikan wawasan bisnis yang lebih dalam. A.I. juga dapat melakukan tugas-tugas otomatis dan meningkatkan efisiensi bisnis. #ai #hosting #ChatGPT #blockchain,1,1,1,1
"AI telah merevolusi manajemen gudang dengan analisis real-time, optimasi rute, pengawasan inventaris yang akurat, dan efisiensi operasional yang tak tertandingi. #AI #WarehouseManagement",1,1,1,1
"Demi apapun yaa, gue rada sensi sm hal2 yg berbau AI. Keren sih keren emang, tapi lo pada emang nggak ngerasa ngeri gitu? Literally ada teknologi yg udah kek manusia itu sendiri.",-1,-1,-1,-1
"AI adalah masa depan teknologi. Teknologi ini telah digunakan dalam berbagai cara, mulai dari menggerakkan mobil tanpa pengemudi hingga membantu dokter mendiagnosis penyakit. Seiring AI terus berkembang, dampaknya akan semakin besar pada kehidupan kita."" . https://t.co/Y0Z90JCwDz""",1,1,1,1
menurut gue teknologi ai tuh bikin orang jadi gila,-1,-1,-1,-1
"Bahaya teknologi AI untuk kontestasi politik indonesia. Kemungkinan akan jadi alat saling menjatuhkan. Skandal video, rekaman suara, dan gambar yang notabene sangat mudah disebarkan ke group bapak-bapak atau group ibu-ibu garis keras. Kita lihat nanti.",-1,-1,-1,-1
"Itu hanyalah bbrp contoh AI dan IoT digunakan di bidang pertanian. Krn teknologi ini terus berkembang, kita memiliki potensi untuk merevolusi industri pertanian dan menjadikan pertanian lebih berkelanjutan, efisien, dan produktif.",1,1,1,1
"Pesatnya perkembangan teknologi Artificial Intelligence (AI) telah membawa banyak manfaat bagi bisnis, termasuk meningkatkan efisiensi dan produktivitas. https://t.co/Q4HrNb3PAC",1,1,1,1
"AI ini agak serem ya, soalnya bisa dijadikan alat ngefitnah orang deh. Knp? Nih suara bisa plek ketiplek sama seneng perkembangan teknologi mkin keren tpi takut juga gak siii.",-1,-1,-1,-1
"Teknologi AI dpt digunakan untuk membantu manusia dlm lakukan tugas2 yg sebelumnya tdk mungkin dilakukan oleh mrk yg memiliki kekurangan fisik, saling melengkapi untuk tingkatkan kemampuan manusia, mengatasi batasan manusia, dan membantu manusia mencapai potensi terbesar mrk.",1,1,1,1
"Hal ini membantu manusia dlm memperoleh wawasan baru dan mengambil keputusan yg lebih cerdas. Selain itu, teknologi AI jg dpt digunakan dlm pengembangan dan penggunaan augmentasi tubuh atau teknologi lain yg diperlukan untuk meningkatkan kemampuan fisik dan kognitif manusia.",1,1,1,1
"Teknologi kecerdasan buatan (AI) telah membawa perubahan besar dalam industri transportasi, memungkinkan kemajuan yang signifikan dalam efisiensi, keamanan, dan kenyamanan. https://t.co/NTXoHNFMr1",1,1,1,1
Makin kesini gue ngerasa teknologi Ai malah akan ngerubah banyak hal yg udah ada dan sepertinya lebih banyak negatifnya daripada positifnya. Detailnya gak mau gw spill... Ngeri aja kalau semua manusia tergantikan sama Ai.,-1,-1,-1,-1
"Kemampuan AI untuk menganalisis data besar dan merespon dengan cepat memungkinkan bisnis untuk membuat keputusan yang lebih tepat dan efektif. Dengan teknologi AI, bisnis dapat meningkatkan efisiensi operasional, dan mengoptimalkan pengalaman pelanggan.",1,1,1,1
"Skrg banyak video org yg nyanyi lagu org lain tapi pake teknologi AI Voice gtu Sumpah, gw merasa ini serem bgt yaa.",-1,-1,-1,-1
ngeri banget teknologi ai nih emang ðŸ¥²,-1,-1,-1,-1
Ngeri ya sekarang penipuan makin ngeri seiring teknologi makin maju. Apalagi ditambah AI yang makin melejit. Jangan2 kita gak sadar besok yg nipu adalah robot..,-1,-1,-1,-1
"apaan anj 80 ribu cuma buat gambar yg srat sret lngsg jadi, daripada lu beli mending lu buat sendiri. kalo mau commis ya langsung aja ke artist yg gambar sendiri lebih worth it karena art style mereka beda2. mang bener sih teknologi ai tuh bisa jadi bahaya bgt kedepannya",-1,-1,-1,-1
"Manfaat lain AI untuk pembangunan desa adalah meningkatkan efisiensi dan efektivitas pelayanan publik. Dengan AI, pemerintah dapat melakukan analisis data, prediksi, dan pengambilan keputusan secara cepat dan akurat.",1,1,1,1
@tanyakanrl Sumpah ini serem banget. Gue semakin yakin bahwa fitnah Dajjal nanti bentuknya bakalan teknologi yg super canggih gini. Ini teknologi AI yg belum mateng aja dampaknya udah begini. Takut banget yaAllah...,-1,-1,-1,-1
"@tanyakanrl ga tau ya ini cuma menurut gw doang atau gimana, teknologi AI gini lama lama serem ga sih? soalnya bisa semirip itu sama suara aslinya ðŸ˜°",-1,-1,-1,-1
"semakin berkembang teknologi AI semakin bahaya gak si? okelah sekarang masih bisa kita bedain, tapi 5 tahun lagi gimana? haruskan hapus foto dari sekarang?",-1,-1,-1,-1
@tanyakanrl Ngeri njir sebenernya teknologi AI :'),-1,-1,-1,-1
"ngeri banget teknologi AI sekarang, takut banget kedepaannya banyak penyalahgunaan terhadap teknologi tersebut.",-1,-1,-1,-1
@tanyakanrl Gak bahaya ta teknologi chat AI ini dipake buat nipu orang2 yg gak bertanggung jawab nantinya?,-1,-1,-1,-1
Bener juga akhirnya teknologi ini ngehancurin kita...sekarang Ai yg cukup meresahkan para pelaku dan pekerja kreatif,-1,-1,-1,-1
"Sebagai contoh, di industri manufaktur, AI dapat digunakan untuk meningkatkan efisiensi produksi dan mengurangi biaya, yang dapat mengurangi jumlah pekerjaan dalam beberapa kasus.",1,1,1,1
"chat gpt kalo dipikir pikir ngeri juga ya. kayaknya bener sih perkembangan AI itu bukan cikal bakal kelahiran teknologi baru, tapi spesies baru",-1,-1,-1,-1
Teknologi AI makin ngeri sih,-1,-1,-1,-1
"@jsamodra Bahkan petinggi google yg sudah resign tidak menyarankan teknologi AI. Ngeri resiko kedepannya. Mau bukti, blackout jawa bali 4 agustus 2019. Pulih butuh 2 hari.",-1,-1,-1,-1
"@aitoolsarena kynya AI tools bagus nih! Teknologi face swapping bisa jd cara menyenangkan &amp kreatif untuk mengekspresikan diri, nga sabar pgn nyoba ðŸ˜Š",1,1,1,1
"Buat saat ini, teknologi AI itu untuk membantu menyelesaikan tugas sbg manusia",1,1,1,1
INI AI?!?!?!!!!! ANJIR TEKNOLOGI AI BIKIN NGERI NGERI SEDEP LAMA LAMA,-1,-1,-1,-1
"tapi ya menurutku teknologi AI suara gini tuh serem, gimana kalau ada yg pake untuk hal hal yg negatif",-1,-1,-1,-1
@RachelMarshal12 @ARSIPAJA apa sih? orng sya gak ngomong itu kok. ini masalah hoax dan teknologi AI itu.,-1,-1,-1,-1
teknologi AI lama2 bikin ngeri ya,-1,-1,-1,-1
Teknologi AI akan menjadi senjata ampuh untuk fitnah memfitnah,-1,-1,-1,-1
"@Duren___ Teknologi dan digitalisasi menggunakan AI Memang serem sih kalo diliat2 AI ini bisa ngambil beberapa task yg dikerjakan manusia Contohnya chatbot / chat interaktif, ini bisa mengurangi banyak tenaga kerja dibidang pelayanan konsumen",-1,-1,-1,-1
"kehadiran AI ni agak nyeremin gk sih? face swap, voice swap. masa kemarin ada konten jokowi cover lagu asmaralibrasi? dan kaya real bgt. ya emg sih susah dihindari, teknologi baru akan terus berdatangan, tp org indonesia ni tipikal masyarakat yg mudah dibohongi lho. ga bahaya ta?",-1,-1,-1,-1
Lama2 teknologi AI meresahkan juga diliat liat,-1,-1,-1,-1
"teknologi makin gila sih. gue pribadi belum bisa segitunya nerima utk engga overshare soal wajah di sosmed, skrg ditakutin lg sama suara yg ada kemungkinan ditiru AI HAHAHA",-1,-1,-1,-1
Makin kesini makin serem aja ngeliat perkembangan teknologi AI.,-1,-1,-1,-1
"@20jota20 Bukan lagi, bahaya dah, apalagi dengan adanya teknologi AI.",-1,-1,-1,-1
"Rada ngeri Kampanye Politik akan datang adalah Teknologi Video AI generated ! Yg laluÂ² pake tabloid dan buku aja bisa nyuci Otak orang ., gimana pake Video dgn muka seseorang tp di generate oleh Teknologi ??",-1,-1,-1,-1
"Tentunya dengan teknologi AI proses kerja jurnalistik akan lebih dipermudah. Dari mengumpulkan, mengolah, hingga menyiarkan kembali berita pasti akan memakan waktu yang lebih singkat dan efisien dengan kecerdasan buatan.",1,1,1,1
Teknologi AI yang paling baru bisa jadi fitnah terbesar dalam dunia. Lebih hati-hati menggunakan teknologi ya!,-1,-1,-1,-1
Teknologi AI lama-lama bikin takut sumpah,-1,-1,-1,-1
"kok dengan adanya teknologi AI, malah jd ngeri yaa",-1,-1,-1,-1
Makin ngeri aja teknologi AI ðŸ˜­,-1,-1,-1,-1
"Ini AI lama2 serem ya. Kalo sampe gaada teknologi yg bisa deteksi produk hasil AI bahaya si, bakal banyak penipuan, fitnah dll",-1,-1,-1,-1
@convomf Dampak buruk AI. Mana sekarang hasilnya natural banget ðŸ’€,-1,-1,-1,-1
Teknologi AI dapat membantu proses interview pekerjaan. #Headline https://t.co/i6lYHOPmDx,1,1,1,1
"Terus, kalau gue pikir-pikir iya juga. Ngeri nggak sih kalau semua kerjaan diambil alih sama teknologi? Sama AI?",-1,-1,-1,-1
Keuntungan dengan adanya pembawa acara AI ini adalah waktu dan efisiensi karena sistem AI dapat membaca dan memproses informasi dengan cepat dan akurat.,1,1,1,1
@disyarinda Sebenernya seneng sih makin lama makin canggih teknologi. Tapi kalo AI begini ngerinya disalah gunakan kek misal ada foto naked trs diubah jd wajah kita sendiri kalo misal ada yg benci kita,-1,-1,-1,-1
"makin gila ya teknologi ai ini, bisa makan seniman seniman digital ðŸ˜±ðŸ˜±ðŸ˜±",-1,-1,-1,-1
"Deepfake Porn, Dampak Buruk Teknologi AI yang Sangat Meresahkan https://t.co/nEbBYcRl9m",-1,-1,-1,-1
Ai emang sekeren itusih. Kalo kita pinter manfaatin teknologi tu sgt berguna bgt buat kepentingan kita. Bukan cuma buat stalking2 doang wkwkw. Chatgpt superduber ngebantu aku bgt masyaAllah mntp. Masih bnyak hal yg perlu diupgrade biar gak ketinggalan. ðŸ¤©ðŸ¤© https://t.co/7J4xTYWkeN,1,1,1,1
Teknologi AI itu akan membantu para pengguna dalam menganalisa pasar dan mengambil keputusan trading secara lebih efektif dan efisien. https://t.co/alv7nhoOj0,1,1,1,1
Ngeri kali teknologi AI ini wuakðŸ˜­â˜ï¸ makin mudah jd fakerðŸ˜”â˜ï¸,-1,-1,-1,-1
"Dgn teknologi AI, UKM dpt memperoleh keuntungan kompetitif dan memperluas pangsa pasar dgn cara yg lebih efektif dan efisien. Penting untuk diingat bahwa penggunaan teknologi AI perlu investasi dan sumber daya yg cukup, sehingga perlu dipertimbangkan scr hati2 sebelum diterapkan.",1,1,1,1
"- Penghematan Biaya: AI dpt membantu UKM untuk mengurangi biaya melalui otomatisasi tugas2 rutin dan peningkatan efisiensi. Sebagai contoh, UKM dpt menggunakan AI untuk mengoptimalkan penggunaan energi dan bahan2 yg digunakan dlm produksi mrk.",1,1,1,1
"Now i know fitnah dajjal tu ngeri, teknologi AI aja udah bisa gini",-1,-1,-1,-1
"Di bidang desain, teknologi AI memungkinkan pembuatan desain yg lebih cepat dan efisien. Sebagai contoh, teknologi AI dpt membantu dlm membuat desain website yg responsif atau dlm menghasilkan model 3D untuk produk tertentu.",1,1,1,1
"Di bidang teknologi, teknologi AI digunakan untuk mengembangkan berbagai macam aplikasi dan produk yg dpt membantu meningkatkan efisiensi, kinerja, dan produktivitas dlm berbagai industri seperti otomotif, kesehatan, perbankan, dan lain2.",1,1,1,1
Makin ke sini teknologi AI agak ngeri ya kek gimana ya sekarang apa-apa udh digantikan sama AI contohnya ada grup idol di korsel yg membernya semua pake AI terus katanya akuntan juga bakalan digantikan sama AI dan masih banyak lagi,-1,-1,-1,-1
Teknologi AI bisa bkin fitnah ini.,-1,-1,-1,-1
"AI adalah teknologi penting bagi masa depan kita. Dari meningkatkan efisiensi produksi hingga memecahkan masalah kompleks, AI memiliki banyak manfaat. https://t.co/dLeD1Bsi7c #AI #teknologi",1,1,1,1
"Dalam era digital, solusi cerdas adalah kunci untuk memaksimalkan teknologi. Dengan penggunaan AI, Big Data, Blockchain, dan IoT, kita dapat menciptakan solusi cerdas untuk mengoptimalkan sistem, meningkatkan efisiensi, dan mengurangi biaya. #teknologi #AI #IoT #BigData",1,1,1,1
"@gebetanguekepo Iya, teknologi AI ini ngeri. Ngeri buat disalahgunain",-1,-1,-1,-1
"@Astha_fathur Memang sulit utk memprediksi apa yg akan terjadi di masa depan. ðŸ˜ Namun, saya percaya bahwa teknologi AI akan terus berkembang dan ditingkatkan agar bisa semakin efektif dan efisien dalam MEMBANTU manusia. Apa permasalahan dgn developernya bukan orang kita?",1,1,1,1
"mereka yang punya sumber daya yang bakal mendapatkan akses pertama terhadap teknologi. ternyata hal ini terjawab hanya dalam waktu 6 bulan hahahahaha, banyak sih AI yang canggih, keren, ngebantu akademik, penelitian dll.",1,1,1,1
gue kan mahasiswi sistem informasi ya. pas belajar teknologi ai tuh rasanya overthinking sih asli. beberapa tahun kedepan manusia bakal tergantikan. jadi gue agak takut ðŸ˜€,-1,-1,-1,-1
"Harus lebih waspada dalam berselancar didunia maya,teknologi AI dan deep fake yg semakin canggih bisa dimanfaatkan oleh sijahat utk menyebarkan hoax dll,percerdas wawasan kita dan teliti sebelum memfoward video. https://t.co/tpJMEMee8v",-1,-1,-1,-1
"Baru tadi dibahas dampak buruk ai sm dosen, eh bener ternyata makin aneh aja. Ini mungkin bisa mempermudah pekerjaan, tapi bisa buat manusia jadi malas dan tidak kreatif lagi..",-1,-1,-1,-1
â€¢ Dampak buruk ai bisa menggambar bisa mengetik jadi banya juga orang yg kehilangan pekerjaannya. â€¢ Dengan adanya ai lebih canggih dan efisien di berbagai sektor dengan kecepatan dan mempermudah pekerjaan.,-1,-1,-1,-1
"Teknologi itu bertujuan membuat hidup manusia lebih efektif dan produktif. AI hanya simbolisasi dari human intelligence. Jadi, pusatnya tetap ada pada manusia itu sendiri."" - CTO @tokopedia, Herman Widjaja #JurnalismeMencerahkan #AdadiKompas https://t.co/sYlvUzdCVb""",1,1,1,1
Dengan adanya AI peningkatan efisiensi dalam pengumpulan informasi dapat membantu jurnalis dalam mengumpulkan informasi lebih cepat dengan menggunakan teknologi seperti web scraping.,1,1,1,1
"AI dan IoT berbeda, tp memiliki potensi yg besar dlm tingkatkan kinerja dan efisiensi. AI digunakan untuk memproses dan analisis data, IoT mengumpulkan data de berbagai perangkat dan sensor. Keduanya dpt digunakan bersama2 untuk membuat sistem yang lebih pintar dan efektif.",1,1,1,1
"Penggunaan AI dlm keuangan negara dpt membantu pemerintah tingkatkan efisiensi dan akurasi dlm perencanaan anggaran, pengawasan kepatuhan pajak, risiko keuangan, dan identifikasi kecurangan keuangan. Jg dpt membantu optimalkan sumber daya keuangan jg kurangi biaya administrasi.",1,1,1,1
"Dalam transportasi, kendaraan otonom yang menggunakan teknologi AI dapat membantu meningkatkan keselamatan dan efisiensi di jalan raya. #AI #transportation",1,1,1,1
"Pengembangan AI dan Machine Learning dalam industri dapat meningkatkan produktivitas, membuat proses lebih efisien, dan mengurangi biaya. Berikut adalah beberapa contoh industri yang dapat memanfaatkan teknologi AI dan Machine Learning:https://t.co/BmXhyBEpE5",1,1,1,1
"@worksfess TI ini Teknik Industri apa Teknik Informatika? Klo informatika km bisa dalami teknik keamanan cyber, teknologi medis (hardware), aplikasi Ai (artificial intelligence), data science. Aku rasa karir ini bagus di masa depan",1,1,1,1
"Hal ini di kemudian hari akan menimbulkan lebih banyak dampak negatif daripada dampak positif dari perkembangan AI. Sebagian besar seniman, fotografer, dkk akan kehilangan pekerjaan mereka. Selain itu penyalahgunaan teknologi untuk tindak kejahatan juga akan sangat meresahkan.",-1,-1,-1,-1
Siap-siap masa kampanye politik 2024 pasti bakal rame buzzer yang pake teknologi AI seperti ini utk sebar hoax: https://t.co/R5Ol2VyItT,-1,-1,-1,-1
"Artificial Intelligence adalah inovasi teknologi yang tengah meroket penggunaannya dalam beberapa waktu terakhir. Sistem dengan teknologi AI dipercaya dapat bekerja dengan efektif dan efisien, sehingga meningkatkan produktivitas kerja.",1,1,1,1
"Untuk mengatasi itu dan efisiensi waktu, dokter dapat menggunakan AI dalam proses administrasi. https://t.co/2TN5q0uJf5",1,1,1,1
"Yang lebih canggih lagi sekarang kita dimanjain sama teknologi AI. Kalo ini dimanfaatkan dengan baik, pastinya bisa ngebantu buat segala urusan finansial. Misalnya buat manage keuangan or budgeting, nabung buat capai tujuan finansial, dan monitoring flow keuangan.",1,1,1,1
"Ngeri kan .. teknologi AI* bisa memanipulasi individu, iya kalau untuk sesuatu yang positif, kalau negatif kaya gini kan runyam..",-1,-1,-1,-1
"Face swapping AI jadi makin berbahaya sekarang, gadis baik2 bisa difitnah jadi gadis jahat hanya dengan teknologi pengubah fotoðŸ˜°",-1,-1,-1,-1
Teknologi AI mulai ngeri nih https://t.co/0A6Xdatx1S,-1,-1,-1,-1
